File Date,Company,Symbol,Managers,Shares (millions),Price Low,Price High,Est $ Vol (millions),Expected To Trade,SCOOP Rating
2026-08-27,Inflection Point Acquisition Corp. VIII,IPHXU,Cohen & Company Capital Markets,25.0,$10.00,$10.00,$250.00,Priced,S/O
2026-08-27,Timber Road Acquisition Corp. (Withdrawn),TMRDU,Roth Capital Partners/Stone X Financial Inc.,20.0,$10.00,$10.00,$200.00,Withdrawn,S/O
2026-08-26,AM PM Group Ltd.,APGL,American Trust Investment Services/Prime Number Capital,7.5,$4.00,$5.00,$33.75,TBA,S/O
2026-08-26,Rainier Acquisition,RNAQU,Chardan,7.5,$10.00,$10.00,$75.00,Priced,S/O
2026-08-25,Advasa Holdings (Direct Listing),ADBT,WestPark Capital (Financial Advisor),0.0,$12.00,$12.00,,Priced,S/O
2026-08-25,"Capstone 72, Inc.",CAPI,ARC Group Securities,3.75,$4.00,$4.00,$15.00,TBA,S/O
2026-08-25,JATT III Acquisition (Stock-Only),JTTT,Guggenheim Securities,6.0,$10.00,$10.00,$60.00,Priced,S/O
2026-08-25,Southern Cross Acquisition II Corp.,SCATU,D. Boral Capital (ex-EF Hutton),7.5,$10.00,$10.00,$75.00,Priced,S/O
2026-08-24,Calm Chain International,CCIL,Pacific Century Securities,5.0,$5.00,$7.00,$30.00,TBA,S/O
2026-08-24,Essential Minerals Acquisition Corp.,EMACU,Cohen & Company Capital Markets,15.0,$10.00,$10.00,$150.00,TBA,S/O
2026-08-24,Kepler Group Ltd. (Revived),KPL,Cathay Securities,5.0,$6.00,$8.00,$35.00,TBA,S/O
2026-08-24,pan-Africa Corp. (Withdrawn),BLEUU,Santander,12.5,$10.00,$10.00,$125.00,Withdrawn,S/O
2026-08-24,QDM International (Uplisting),QDMI,Kingswood Capital Management/Axiom Capital Management,0.0,,,$15.00,TBA,S/O
2026-08-21,Albatross Acquisition Corp.,ATACU,Polaris (A Division of Kingswood),10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-08-21,Bitari,BIAI,US Tiger Securities,4.29,$7.00,$7.00,$30.03,TBA,S/O
2026-08-21,CoVolt Power (Update),KVLT,J.P.Morgan/Jefferies/RBC Capital Markets/UBS Investment Bank,0.0,,,$100.00,TBA,S/O
2026-08-21,Dune Acquisition Corp. III,CPPGU,Clear Street,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-08-21,Little West Holdings Inc.,LILW,Craft Capital/Revere Securities,3.75,$4.00,$6.00,$18.75,TBA,S/O
2026-08-21,Timwood Holdings Ltd.,TIWD,Kingswood,6.25,$4.00,$6.00,$31.25,TBA,S/O
2026-08-21,UDynamics Ltd.,UDUD,Pacific Century Securities,5.6,$5.00,$7.00,$34.00,TBA,S/O
2026-08-20,ARC Group Acquisition II Corp.,CLMZU,ARC Group Securities,10.5,$10.00,$10.00,$105.00,TBA,S/O
2026-08-20,Chilwa Minerals Ltd. (Uplisting),CHWM,Maxim Group,0.8,$5.00,$5.00,$4.00,TBA,S/O
2026-08-20,QNB Corp. (Uplisting),QNBC,Brean Capital/Performance Trust Capital Partners,1.07,$42.00,$42.00,$45.00,Priced,S/O
2026-08-19,AfterNext Acquisition I Corp.,AFNXU,EarlyBirdCapital,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-08-19,First Breach (Direct Listing),FBDT,RBW Capital Partners (Financial Advisor),1.16,$12.00,$12.00,$14.40,Priced,S/O
2026-08-19,Gravitics – Non-Invasive Monitoring (Uplisting/Merger),GVTX,Lucid Capital Markets,8.1,$14.00,$17.00,$125.00,Week of,S/O
2026-08-18,Living Homeopathy (Withdrawn),LHI,Revere Securities,3.75,$4.00,$6.00,$19.00,Withdrawn,S/O
2026-08-18,Poche Technology,POCH,AC Sunshine Securities,6.25,$5.00,$7.00,$37.50,TBA,S/O
2026-08-17,Hall Chadwick Acquisition II,HCAXU,Cohen & Company Capital Markets,26.5,$10.00,$10.00,$265.00,TBA,S/O
2026-08-17,Karman Line Acquisition,XTERU,Cohen & Company Capital Markets,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-08-17,Lyntris,LYNX,Evercore ISI/Citigroup/Guggenheim Securities/BofA Securities/Baird/Raymond James/William Blair,17.0,$17.50,$17.50,$297.50,Priced,S/O
2026-08-17,NorthStrive Acquisition Corp. I,NSAIU,D. Boral Capital,10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-08-17,Ray Maple,TBA,Eddid Securities USA,6.25,$4.00,$4.00,$25.00,TBA,S/O
2026-08-17,Rubber Leaf (Uplisting),RLEA,ARC Group Securities,6.25,$4.00,$4.00,$25.00,TBA,S/O
2026-08-17,"Varsal Tech, Inc.",VAT,R.F. Lafferty & Co.,3.0,$5.00,$6.00,$16.50,TBA,S/O
2026-08-14,"Alopexx, Inc.",ALPX,ThinkEquity,3.0,$10.00,$12.00,$33.00,TBA,S/O
2026-08-14,Gravity Acquisition,GVACU,Maxim Group LLC,25.0,$10.00,$10.00,$250.00,TBA,S/O
2026-08-13,Student Living EduVation (Holdings) Corp.,SDLV,D. Boral Capital (ex-EF Hutton),6.25,$4.00,$6.00,$31.25,TBA,S/O
2026-08-12,BirchBioMed (Direct Listing),BRBM,Maxim Group (Financial Advisor),29.9,$5.50,$5.50,$164.45,TBA,S/O
2026-08-12,Fast Finance Pay,FFPP,The Benchmark Company,3.75,$4.00,$4.00,$15.00,TBA,S/O
2026-08-12,Robinhood Ventures Fund II (Closed End),RVII,Goldman Sachs/Citigroup/J.P. Morgan/UBS/Wells Fargo Securities,8.0,$25.00,$25.00,$200.00,Priced,S/O
2026-08-12,SunScout Holding Ltd.,SNSC,Dominari Securities/Revere Securities,3.1,$5.00,$5.00,$15.50,Priced,S/O
2026-08-12,"Thunder Bridge Capital Partners V, Ltd.",TBCVU,Cantor,26.1,$10.00,$10.00,$261.00,Priced,S/O
2026-08-12,Vogenx,VOGX,Jones,6.25,$13.00,$13.00,$81.25,Priced,S/O
2026-08-11,Londian Wason New Energy Tech,FOIL,Cantor/Huatai Securities/CMB International/US Tiger Securities/Fortune (HK) Securities/VC Brokerage,4.3,$22.00,$22.00,$94.30,Priced,S/O
2026-08-10,Eaglesky Acquisition,ESA.U,Maxim Group LLC,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-08-10,GigCapital10,GIA U,D. Boral Captial,22.0,$10.00,$10.00,$220.00,TBA,S/O
2026-08-10,Gores Holdings XII,GDOZU,Santander,31.2,$10.00,$10.00,$312.00,TBA,S/O
2026-08-10,HengHong Technology,HCPC,Kingswood Capital Markets,5.0,$6.00,$7.00,$33.00,TBA,S/O
2026-08-07,Danneskjold & Galt Acquisition Co.,CPLMU,Cohen & Company Capital Markets,15.0,$10.00,$10.00,$150.00,TBA,S/O
2026-08-07,OceanLight Acquisition,OCLT,Polaris (A Division of Kingswood),10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-08-07,Ticketplus,TP,Roth Capital/Bancroft Capital/MDB Capital Group,1.88,$8.00,$8.00,$15.04,Priced,S/O
2026-08-07,Zensitive Holding,TBA,Pacific Century Securities,6.25,$4.00,$4.00,$25.00,TBA,S/O
2026-08-06,KiNRG,TBA,R.F. Lafferty & Co.,3.75,$4.00,$5.00,$16.88,TBA,S/O
2026-08-06,Latigo Biotherapeutics,LTGO,Goldman Sachs/Jefferies/Leerink Partners/Guggenheim Securities,19.2,$18.00,$18.00,$345.60,Priced,S/O
2026-08-06,Lucens Capital Acquisition I,LCNS.U,EarlyBirdCapital,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-08-06,Pinnacle Acquisition Corp.,PINC.U,Santander/CIBC World Markets,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-08-05,Braveheart Bio,BRVE,Goldman Sachs/Jefferies/TD Cowen/Stifel/Cantor,21.25,$18.00,$18.00,$382.50,Priced,S/O
2026-08-04,Attovia Therapeutics,ATTO,Morgan Stanley/Leerink Partners/Citigroup/RBC Capital Markets/LifeSci Capital,17.0,$17.00,$17.00,$289.00,Priced,S/O
2026-08-04,BlossomHill Therapeutics,BLSM,J.P.Morgan/Leerink Partners/Guggenheim Securities/LifeSci Capital/H.C. Wainwright,9.38,$16.00,$16.00,$150.00,Priced,S/O
2026-08-04,Luminous Acquisition,LUMIU,ARC Group Securities,10.5,$10.00,$10.00,$105.00,TBA,S/O
2026-08-04,TCGX Acquisition (Stock-Only),TCGX,Jefferies,7.5,$10.00,$10.00,$75.00,Priced,S/O
2026-08-03,1776 Acquisition Corp.,SVSXU,Clear Street,15.0,$10.00,$10.00,$150.00,TBA,S/O
2026-08-03,ARC Group Securities Acquisition I,FJDIU,ARC Group Securities,10.5,$10.00,$10.00,$105.00,Priced,S/O
2026-08-03,BOA Acquisition Corp. II,THEOU,D. Boral Capital (ex-EF Hutton),12.5,$10.00,$10.00,$125.00,Priced,S/O
2026-08-03,Fitness Fanatics Limited,FIT,Craft Capital,7.0,$4.00,$6.00,$35.00,TBA,S/O
2026-08-03,Suchness Tech,SUCH,Joseph Stone Capital,5.0,$5.00,$7.00,$35.00,TBA,S/O
2026-07-31,East West Ave Acquisition Corp.,EWAVU,D. Boral Capital,10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-07-31,GX Acquisition III,GXTRU,Cohen & Company Capital Markets,20.0,$10.00,$10.00,$200.00,TBA,S/O
2026-07-31,Nuclea Energy (Withdrawn),NCLA,Joseph Gunnar & Co.,5.6,$8.00,$10.00,$50.40,Withdrawn,S/O
2026-07-30,Apnimed,APMD,BofA Securities/Evercore ISI/Cantor/LifeSci Capital,12.0,$16.00,$16.00,$192.00,Priced,S/O
2026-07-30,Churchill Capital XIII,XIIIU,Citigroup,36.0,$10.00,$10.00,$360.00,Priced,S/O
2026-07-30,Game Your Game (Direct Listing),GYGY,Maxim Group (Financial Advisor),16.07,$8.00,$8.00,$128.56,Thursday,S/O
2026-07-29,Jersey Mike’s Subs Inc.,JMKE,Morgan Stanley/Jefferies/J.P.Morgan/Barclays/Guggenheim Securities/BofA Securities/Goldman Sachs/Evercore ISI/UBS Investment Bank/Baird/Wells Fargo Securities/William Blair/RBC Capital Markets/Deutsche Bank/Wolfe Nomura Alliance/Piper Sandler/Raymond James/Stifel/TD Securities/BTIG/Mizuho Securities/Societe Generale/Truist Securities,43.48,$23.00,$23.00,$1000.00,Priced,S/O
2026-07-29,Reformation Inc.,REF,J.P.Morgan/Morgan Stanley/Citigroup/RBC Capital Markets/Guggenheim Securities/Baird/William Blair/BTIG/Telsey Advisory Group,14.06,$15.00,$15.00,$210.90,Priced,S/O
2026-07-28,IMC Rare Earths Ltd.,IMC,Roberts & Ryan/Revere Securities,4.0,$5.00,$5.00,$20.00,Priced,S/O
2026-07-27,Catalyst Acquisition Corp.,CATLU,Santander,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-07-27,YPF Energia Electrica S.A. (Dual Listing),YLUZ,Goldman Sachs/BofA Securities/Citigroup/BNP Paribas/Itau BBA/J.P. Morgan/Santander,0.0,,,$100.00,TBA,S/O
2026-07-24,EvoAir Holdings (NASDAQ Uplisting),EVOH,Network 1 Financial Securities,7.5,$4.00,$5.00,$33.75,TBA,S/O
2026-07-23,Market Technology Acquisition Corp.,MTAKU,BTIG,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-07-23,Pelican Acquisition Corp. II,PLCIU,EarlyBirdCapital,7.5,$10.00,$10.00,$75.00,Priced,S/O
2026-07-23,"Scribe Therapeutics, Inc.",SCTX,Leerink Partners/Goldman Sachs/Guggenheim Securities/Wells Fargo Securities,8.58,$15.00,$15.00,$128.70,Priced,S/O
2026-07-23,Tong Ying Group,TYG,Joseph Stone Capital,0.0,,,$10.00,TBA,S/O
2026-07-21,ARC Group Securities Acquisition II,FDARU,ARC Group Securities,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-07-21,Pine Tree Acquisition Corp.,PAXGU,Maxim Group,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-07-20,B&R Technology Merger Corp. (Priced),BRTMU,Citigroup,32.5,$10.00,$10.00,$325.00,Priced,S/O
2026-07-20,Southern Cross Acquisition I Corp.,NCOOU,D. Boral Capital (ex-EF Hutton),10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-07-17,Genneia S.A.,GENN,Morgan Stanley/BTG Pactual/BofA Securities/J.P. Morgan/Latin Securities,0.0,,,$100.00,TBA,S/O
2026-07-17,Ionic Digital (NASDAQ Direct Listing),IOND,J.P. Morgan/Jefferies/BTIG,10.8,$53.00,$53.00,$572.40,Priced,S/O
2026-07-16,AMR Resources Acquisition,AMACU,BTIG,25.0,$10.00,$10.00,$250.00,Priced,S/O
2026-07-16,Phalanx Acquisition Corp. I,PHAXU,Cantor,17.5,$10.00,$10.00,$175.00,TBA,S/O
2026-07-15,"Csquare, Inc.",CSQR,Morgan Stanley/TD Securities/Wells Fargo Securities/BofA Securities/BMO Capital Markets/Scotiabank/Jefferies/J.P.Morgan/RBC Capital Markets/Societe Generale,50.0,$21.00,$21.00,$1050.00,Priced,S/O
2026-07-15,QumulusAI (Direct Listing),QMLS,Chardan Capital Markets (Financial Advisor),39.47,$13.08,$13.08,,Priced,S/O
2026-07-15,"Standard Nuclear, Inc.",STDN,BofA Securities/Goldman Sachs/Barclays/UBS Investment Bank/Evercore ISI/RBC Capital Markets/ William Blair/Stifel,10.0,$15.00,$15.00,$150.00,Priced,S/O
2026-07-15,Web3Labs Global Inc.,MDAT,Eddid Securities USA,6.25,$4.00,$5.00,$28.13,Week of,S/O
2026-07-14,Tarsier Pharma Ltd.,TARX,Konik Capital Partners (A Division of T.R. Winston),5.56,$8.00,$10.00,$50.04,TBA,S/O
2026-07-13,Jones Ventures INTL Acquisition 1 Corp.,JONEU,Jones Institutional Services,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-07-13,Material Resource Acquisition Corp.,MTRLU,Lucid Capital Markets,20.0,$10.00,$10.00,$200.00,TBA,S/O
2026-07-13,Research Alliance Corp. IV (Stock-Only),RACD,Leerink Partners,7.5,$10.00,$10.00,$75.00,Priced,S/O
2026-07-10,APEX Global Solutions Ltd. (WITHDRAWN),APEX,US Tiger Securities,3.75,$4.00,$4.00,$15.00,Withdrawn,S/O
2026-07-10,Samos Energy Acquisition,SAMO.U,Cantor,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-07-10,Sin Lian Seng Construction,ININ,Kingswood Capital Markets,6.25,$4.00,$5.00,$28.00,TBA,S/O
2026-07-10,SK hynix (NASDAQ Uplisting),SKHY,BofA Securities/Citigroup/Goldman Sachs/J.P. Morgan/Cantor/Mizuho Securities/ Needham & Company/RBC Capital Markets/Rosenblatt/Stifel/Wedbush Securities/William Blair/Wolfe/Nomura Alliance,177.9,$149.00,$149.00,$26507.10,Priced,S/O
2026-07-10,"Tailored Brands, Inc.",MENW,Goldman Sachs/Morgan Stanley/Jefferies/BofA Securities/Evercore ISI/Guggenheim Securities/Wells Fargo Securities/Baird/Stifel,0.0,,,$100.00,TBA,S/O
2026-07-08,Cloud Data Holdings (Withdrawn),CDN,Cathay Securities,3.75,$4.00,$4.50,$15.94,Withdrawn,S/O
2026-07-08,Columbus Circle Capital Corp. III,CCCTU,Cohen & Company Capital Markets/Clear Street,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-07-08,INFINT Acquisition Corp. 2 (Withdrawn),TBA,Roth Capital Partners,10.0,$10.00,$10.00,$100.00,Withdrawn,S/O
2026-07-07,Freedom Metals Acquisition Corp.,FDMMU,Cohen & Company Capital Markets/Clear Street,27.5,$10.00,$10.00,$275.00,Priced,S/O
2026-07-06,Bleichroeder Acquisition Corp. III,BCCQU,Cohen & Company Capital Markets,30.0,$10.00,$10.00,$300.00,Priced,S/O
2026-07-02,Ares Acquisition Corp. III,AAC.U,J.P.Morgan/Jefferies,34.5,$10.00,$10.00,$345.00,Priced,S/O
2026-07-02,Cumberland Farms Ltd.,CMBY,BofA Securities/Goldman Sachs/Jefferies/Barclays/J.P.Morgan/Wells Fargo Securities/Deutsche Bank Securities/ UBS Investment Bank//BNP Paribas/Rabo Bank/TD Securities/Raymond James,0.0,,,$100.00,TBA,S/O
2026-07-02,Gold Mountain Acquisition Corp.,GDMTU,EarlyBirdCapital,7.5,$10.00,$10.00,$75.00,TBA,S/O
2026-07-02,Laris Growth Acquisition Corp.,LARSU,BTIG,20.0,$10.00,$10.00,$200.00,TBA,S/O
2026-07-02,Mercator Acquisition Corp.,MRCOU,Clear Street,15.0,$10.00,$10.00,$150.00,Priced,S/O
2026-07-01,Idaho Copper (Uplisting),COPR,ThinkEquity,3.71,$4.85,$4.85,$18.00,Priced,S/O
2026-07-01,Lime (Neutron Holdings),LIME,Goldman Sachs/J.P. Morgan/Jefferies/Evercore ISI/Citizens JMP/KeyBanc Capital Markets,6.96,$25.00,$25.00,$174.00,Priced,S/O
2026-07-01,Viking Acquisition Corp. II,VII.U,Cohen & Company Capital Markets,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-06-30,Bending Spoons S.p.A.,BSP,Goldman Sachs/J.P.Morgan/Allen & Company/Wells Fargo Securities/BofA Securities/Jefferies/Evercore ISI/BNP Paribas/Mizuho Securities/Societe Generale/Credit Agricole CIB/Intesa Sanpaolo/UniCredit Capital Markets/Banca Akros - Gruppo Banco BPM,57.97,$29.00,$29.00,$1681.13,Priced,S/O
2026-06-30,ITG,ITG,Morgan Stanley/Citigroup/UBS Investment Bank/Stifel/BofA Securities/Baird/Santander/KeyBanc Capital Markets/Truist Securities,19.51,$16.00,$16.00,$312.16,Priced,S/O
2026-06-30,Osprey Acquisition Corp. III,OSPRU,Cantor,26.1,$10.00,$10.00,$261.00,Priced,S/O
2026-06-25,DSC Holdings Ltd.,DSC,Deutsche Bank Securities/CICC/CR Global Markets,3.0,$17.00,$17.00,$51.00,Priced,S/O
2026-06-25,Sinda Ltd.,SIND,Morgan Stanley/Scotiabank/BMO Capital Markets/Canaccord Genuity/Citigroup/RBC Capital Markets,17.75,$12.00,$12.00,$213.00,Priced,S/O
2026-06-24,Alpex Acquisition Corp.,ALPXU,D. Boral Capital,10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-06-24,Cartesian Growth Corp. IV,CGCFU,Cantor,25.0,$10.00,$10.00,$250.00,Priced,S/O
2026-06-24,Doncasters Group – DPC Holdings Limited,DPC,Jefferies/Morgan Stanley/Barclays/Moelis & Co./RBC Capital Markets/Rothschild,27.86,$33.00,$33.00,$919.38,Priced,S/O
2026-06-24,Hoya Acquisition I Corp.,TBA,Chardan Capital Markets,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-06-24,Kilcoy Global Foods Ltd. (Withdrawn),KGF,Citigroup/Morgan Stanley,0.0,,,$100.00,Withdrawn,S/O
2026-06-24,Safepoint Holdings (Withdrawn),SFPT,Deutsche Bank Securities/Morgan Stanley/Keefe Bruyette Woods/Citizens Capital/Piper Sandler/Truist Securities/William Blair,16.67,$15.00,$17.00,$266.72,Withdrawn,S/O
2026-06-23,CopperTech Metals (Postponed),CUX,Citigroup/Cantor/BMO Capital Markets/RBC Capital Markets/TD Securities/Stifel/William Blair,23.53,$16.00,$18.00,$400.00,Postponed,S/O
2026-06-22,Gores Holdings XI,GHXIU,Santander,31.2,$10.00,$10.00,$312.00,Priced,S/O
2026-06-17,Deep Fission,FISN,Benchmark (StoneX)/Seaport Global Securities/Maxim Group,2.5,$16.00,$16.00,$40.00,Priced,S/O
2026-06-17,First Carolina Financial Services,FCBM,"Keefe, Bruyette & Woods (A Stifel Company)",5.5,$12.50,$12.50,$68.75,Priced,S/O
2026-06-17,Kardigan,KARD,J.P.Morgan/Jefferies/Leerink Partners/TD Cowen,25.0,$16.00,$16.00,$400.00,Priced,S/O
2026-06-17,Wilco 63,WLCOU,Cantor,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-06-16,Cantor Equity Partners VII (Stock-Only),CAES,Cantor,25.0,$10.00,$10.00,$250.00,Priced,S/O
2026-06-15,Bridge III Acquisition,BDDDU,Kingswood Capital Markets,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-06-15,Yorkville International Capital Corp.,YICCU,Cohen & Company Capital Markets,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-06-11,Club Versante Group Ltd.,CADV,Joseph Stone Capital,2.0,$4.00,$6.00,$10.00,Withdrawn,S/O
2026-06-11,Entrata,ENT,Goldman Sachs/J.P.Morgan/Barclays/BofA Securities/Needham & Company/Raymond James/UBS Investment Bank/Wells Fargo Securities/William Blair/KeyBanc Securities/Stephens Inc./Truist Securities,0.0,,,$100.00,TBA,S/O
2026-06-11,Space Exploration Technologies (SpaceX),SPCX,Goldman Sachs/Morgan Stanley/BofA Securities/Citigroup/J.P. Morgan/Barclays/Deutsche Bank Securities/RBC Capital Markets/UBS Investment Bank/Wells Fargo Securities/Allen & Company/Cantor/Needham & Company/Raymond James/Societe Generale/Stifel/William Blair/BTG Pactual/ING/Macquarie Capital/Mirae Asset Securities/Mizuho/Santander,555.56,$135.00,$135.00,$75000.00,Priced,S/O
2026-06-10,American Ventures Acquisition I,AVAC,JonesTrading/D. Boral Capital,20.0,$5.00,$5.00,$100.00,TBA,S/O
2026-06-10,Helio Corp. (NYSE-AmEx Uplisting – Unit Deal),HLEO,ThinkEquity,3.33,$4.00,$5.00,$15.00,Withdrawn,S/O
2026-06-10,MetaOptics (Uplisting),MOT,Roth Capital Partners/The Benchmark Company,3.0,$5.00,$7.00,$18.00,Week of,S/O
2026-06-10,RMG ML Sports Holdings,SHOTU,Santander,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-06-09,"ERock, Inc.",EROC,Morgan Stanley/J.P. Morgan/Barclays/BofA Securities/Evercore ISI/Wolfe Nomura Alliance/BNP Paribas,27.91,$21.50,$21.50,$600.07,Priced,S/O
2026-06-09,JAB Acquisition Corp. I,JABRU,D. Boral Capital (ex-EF Hutton),15.0,$10.00,$10.00,$150.00,Priced,S/O
2026-06-09,Parabilis Medicines,PBLS,Leerink Partners/BofA Securities/Evercore ISI/Guggenheim Partners/LifeSci Capital,33.5,$20.00,$20.00,$670.00,Priced,S/O
2026-06-08,Forbright,FRBT,Goldman Sachs/J.P. Morgan/Barclays/Wells Fargo Securities/Piper Sandler/TD Securities/Santander/Centerview Partners,7.9,$18.00,$18.00,$142.20,Priced,S/O
2026-06-08,Ocean Capital Acquisition,OCACU,Alliance Global Partners (A.G.P.),10.0,$10.00,$10.00,$100.00,Priced,S/O
2026-06-08,Snow Rothschild Acquisition Corp.,ISNRU,Santander,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-06-08,WhiteHawk Minerals (WhiteHawk Income),WHK,Raymond James/Stifel/J.P. Morgan/Capital One Securities/Stephens,7.7,$26.00,$26.00,$200.20,Priced,S/O
2026-06-05,Spring Valley Acquisition Corp. V,TBA,Cohen & Company Capital Markets,20.0,$10.00,$10.00,$200.00,TBA,S/O
2026-06-04,Boundless Group,BLTG,US Tiger Securities,6.65,$4.00,$4.00,$26.60,TBA,S/O
2026-06-04,FutureCorp Space Acquisition I,FTRAU,Cantor,20.0,$10.00,$10.00,$200.00,Priced,S/O
2026-06-04,Futurewave Acquisition,FWACU,Polaris Advisory Partners (A Division of Kingswood),7.5,$10.00,$10.00,$75.00,Priced,S/O
2026-06-04,InterPrivate Investment Partners V,IPVVU,Cantor,17.5,$10.00,$10.00,$175.00,Priced,S/O
2026-06-04,Meridian3 Industrials Acquisition,MIACU,Cantor,17.5,$10.00,$10.00,$175.00,Priced,S/O
2026-06-04,Watu Metals Acquisition,TBA,Chardan Capital Markets,10.0,$10.00,$10.00,$100.00,TBA,S/O
2026-06-03,AmperCap Acquisition Co.,APMCU,EarlyBirdCapital,12.5,$10.00,$10.00,$125.00,Priced,S/O
2026-06-03,FF Global Holdings Ltd.,FFGG,Blue Diamond Securities of America,6.25,$4.00,$6.00,$31.00,TBA,S/O
2026-06-03,INNIO Holding GmBH,INIO,Goldman Sachs/J.P. Morgan/Morgan Stanley/BofA Securities/Barclays/Citigroup/Baird/BNP Paribas/Deutsche Bank Securities/RBC Capital Markets/UBS Investment Bank,90.0,$27.00,$27.00,$2430.00,Priced,S/O
2026-06-03,Keystone Acquisition Corp.,KEYYU,Cohen & Company Securities,25.0,$10.00,$10.00,$250.00,Priced,S/O
2026-06-03,Long Table Growth Corp.,LTGRU,Santander,15.0,$10.00,$10.00,$150.00,Priced,S/O
2026-06-03,Norient Acquisition,NORTU,ARC Group Securities,10.5,$10.00,$10.00,$105.00,TBA,S/O
2026-06-03,Sunshine Silver Mining & Refining,SSMR,Morgan Stanley/Scotiabank/BMO Capital Markets/Canaccord Genuity/Citigroup/RBC Capital Markets,20.0,$13.50,$13.50,$270.00,Priced,S/O
2026-06-02,Aeon Acquisition I Corp.,AESPU,Chardan/D. Boral Capital,12.5,$10.00,$10.00,$125.00,Priced,S/O
2026-06-01,Eloxx Pharmaceuticals (Uplist/Re-List),ELOX,Leerink Partners/Guggenheim Securities/LifeSci Capital,1.5,$10.00,$12.00,$16.50,Tuesday,S/O
2026-06-01,Envoy Technologies (Withdrawn – Direct Listing),EVOY,Roth Capital Partners,7.8,$8.00,$8.00,$62.40,Withdrawn,S/O
2026-06-01,Innovative Digital Investors Acquisition (Ex-FG Mergers III),IDIAU,ThinkEquity,12.5,$10.00,$10.00,$125.00,TBA,S/O
2026-06-01,KLA-iBotics,TBA,Cathay Securities,6.25,$4.00,$6.00,$31.25,TBA,S/O
2026-06-01,Quantinuum,QNT,"J.P. Morgan/Morgan Stanley/Jefferies/Evercore ISI/BofA Securities/UBS Investment Bank/Cantor/Mizuho Securities/Needham & Co.,/Societe Generale/TD Cowen",28.0,$60.00,$60.00,$1680.00,Priced,S/O
2026-05-29,Joybyte Holdings Ltd.,JOYB,American Trust Investment Services,6.25,$4.00,$6.00,$31.00,TBA,S/O
2026-05-29,Liftoff Mobile (April 2026),LFTO,Goldman Sachs/Jefferies/Morgan Stanley/Barclays/RBC Capital Markets/UBS Investment Bank/Wells Fargo Securities/William Blair/Cantor/Deutsche Bank Securities/PJT Partners/Wolfe | Nomura Alliance/BTIG/Needham & Company/Raymond James,19.0,$23.00,$23.00,$437.00,Priced,S/O
2026-05-28,Tribeca Strategic Acquisition Corp.,BIDWU,BTIG,14.0,$10.00,$10.00,$140.00,Priced,S/O
2026-05-27,Powerlaw (Direct Listing),PWRL,Stifel (Financial Advisor),43.24,,,,Priced,S/O
2026-05-26,Applied Aerospace & Defense,AADX,Morgan Stanley/Jefferies/BofA Securities/RBC Capital Markets/Guggenheim Securities/Baird/Stifel/WR Securities/Nomura Securities,32.5,$20.00,$20.00,$650.00,Priced,S/O
2026-05-26,Disciplined Growth Acquisition,DGACU,Maxim Group,15.0,$10.00,$10.00,$150.00,Priced,S/O
2026-05-21,BTECH,BTECHU,D. Boral Capital (ex-EF Hutton),20.0,$10.00,$10.00,$200.00,TBA,S/O
2026-05-21,BurTech Acquisition Corp. II,BRKHU,D. Boral Capital (ex-EF Hutton),8.0,$10.00,$10.00,$80.00,Priced,S/O
2026-05-21,EvoNexus Group Ltd.,EVON,Kingswood Capital Markets,6.25,$4.00,$4.00,$25.00,TBA,S/O
2026-05-21,Lannister Mining Corp.,DRIL,Joseph Gunnar & Co./Research Capital,3.0,$5.00,$5.00,$15.00,TBA,S/O
2026-05-20,Aperture AC,APURU,IB Capital/EarlyBirdCapital/I-Bankers Securities,9.0,$10.00,$10.00,$90.00,Priced,S/O
2026-05-20,FortuneX Acquisition Corp.,FXACU,Polaris (A Division of Kingswood),7.5,$10.00,$10.00,$75.00,Priced,S/O
2026-05-20,Oceanhawk Acquisition Corp.,OHACU,The Benchmark Company (StoneX),16.0,$10.00,$10.00,$160.00,Priced,S/O
